id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#superclass	NPC#class	ClassyFire#most specific class	ClassyFire#level 5	ClassyFire#subclass	ClassyFire#class	ClassyFire#superclass	ClassyFire#all classifications	featureId
3067_sirius_5365	C20H39NO4	[M + H]+	C20H39NO4	Fatty acids	Fatty amides	N-acyl amines	Alpha amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5365
3068_sirius_5367	C23H46N2O3	[M + H]+	C23H46N2O3	Fatty acids	Fatty amides	N-acyl amines	Alpha amino acids	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5367
3069_sirius_5368	C20H42O6	[M + H3N + H]+	C20H45NO6	Fatty acids	Glycerolipids	Monoacylglycerols	Polyethylene glycols	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5368
3071_sirius_5370	C22H46O6	[M + H3N + H]+	C22H49NO6	Fatty acids	Glycerolipids	Monoacylglycerols	Dialkyl ethers	Dialkyl ethers	Ethers	Organooxygen compounds	Organic oxygen compounds	Organic compounds; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5370
3072_sirius_5372	C21H34O3	[M + H]+	C21H34O3	Terpenoids	Diterpenoids	Labdane diterpenoids	Diterpenoids		Diterpenoids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Furans; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Diterpenoids; Secondary alcohols; Tertiary alcohols; Fatty Acyls; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5372
3073_sirius_5375	C30H46O5	[M + H]+	C30H46O5	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Triterpenoids		Triterpenoids	Prenol lipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5375
3074_sirius_5376	C24H51N4O5P	[M + H]+	C24H51N4O5P	Fatty acids	Fatty amides	N-acyl amines	Imidazolidines		Imidazolidines	Azolidines	Organoheterocyclic compounds	Organic compounds; Imidazolidines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organophosphorus compounds; Monoalkylamines; Organic phosphonic acids; Carbonyl compounds; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5376
3075_sirius_5377	C16H34O4	[M + H3N + H]+	C16H37NO4	Fatty acids	Glycerolipids	Monoacylglycerols	Fatty Acyls			Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5377
3076_sirius_5378	C19H34O4	[M + H]+	C19H34O4	Fatty acids	Fatty acyls	Fatty alcohols	Long-chain fatty alcohols	Long-chain fatty alcohols	Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Polyols; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities	5378
3078_sirius_5382	C19H37NO4	[M + H]+	C19H37NO4	Fatty acids	Fatty acyls	Fatty alcohols	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5382
3080_sirius_5384	C19H34O4	[M - H2O + H]+	C19H32O3	Fatty acids	Fatty acyls	Fatty alcohols	Long-chain fatty alcohols	Long-chain fatty alcohols	Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities	5384
3081_sirius_5385	C17H32O3	[M - H4O2 + H]+	C17H28O	Fatty acids	Fatty acyls	Fatty alcohols	Long-chain fatty alcohols	Long-chain fatty alcohols	Fatty alcohols	Fatty Acyls	Lipids and lipid-like molecules	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Fatty alcohols; Secondary alcohols; Polyols; 1,2-diols; Long-chain fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Acetylides; Organic oxygen compounds; Chemical entities"	5385
3082_sirius_5386	C18H38O4	[M + H3N + H]+	C18H41NO4	Fatty acids	Fatty esters	Wax monoesters	Fatty acid esters		Fatty acid esters	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5386
3083_sirius_5391	C27H48O4	[M + Na]+	C27H48O4	Terpenoids	Triterpenoids	Oleanane triterpenoids	3-hydroxysteroids	3-hydroxysteroids	Hydroxysteroids	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5391
3084_sirius_5393	C21H41NO2	[M + H]+	C21H41NO2	Fatty acids	Sphingolipids	Sphingoid bases	"1,2-aminoalcohols"	Alkanolamines	Amines	Organonitrogen compounds	Organic nitrogen compounds	"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5393
3085_sirius_5394	C23H34N2O3	[M + H]+	C23H34N2O3	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Alkanolamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5394
3087_sirius_5399	C24H30O6	[M + H]+	C24H30O6	Terpenoids	Sesquiterpenoids	Tetraketide meroterpenoids	Anisoles		Anisoles	Phenol ethers	Benzenoids	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Ketones; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Epoxides; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Oxepanes; Carbonyl compounds; Phenol ethers; Benzenoids; Tetrahydrofurans; Cyclic ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5399
3088_sirius_5400	C25H41N3O3	[M + H]+	C25H41N3O3	Alkaloids	Pseudoalkaloids	Steroidal alkaloids	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5400
3089_sirius_5402	C18H30O2	[M + Na]+	C18H30O2	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	Lineolic acids and derivatives		Lineolic acids and derivatives	Fatty Acyls	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5402
3090_sirius_5403	C20H42O5	[M + H3N + H]+	C20H45NO5	Fatty acids	Glycerolipids	Monoacylglycerols	Diradylglycerols		Diradylglycerols	Glycerolipids	Lipids and lipid-like molecules	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Diradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	5403
3091_sirius_5404	C23H34N2O3	[M + Na]+	C23H34N2O3	Alkaloids	Lysine alkaloids	Piperidine alkaloids	Amino acids and derivatives	Amino acids and derivatives	"Amino acids, peptides, and analogues"	Carboxylic acids and derivatives	Organic acids and derivatives	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Piperidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Piperidinecarboxylic acids; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	5404
3096_sirius_5413	C7H19N4O2S	[M + H]+	C7H19N4O2S	Amino acids and Peptides	Small peptides	Aminoacids	Sulfonyls			Sulfonyls	Organosulfur compounds	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Guanidines; Monoalkylamines; Sulfonyls; Amines; Primary amines; Carboximidamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5413
3098_sirius_5416	C29H49N3O	[M + H]+	C29H49N3O	Terpenoids	Sesquiterpenoids	Labdane diterpenoids	Azasteroids and derivatives		Azasteroids and derivatives	Steroids and steroid derivatives	Lipids and lipid-like molecules	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Azasteroids and derivatives; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	5416
3099_sirius_5418	C20H16O5	[M + H]+	C20H16O5	Shikimates and Phenylpropanoids	Isoflavonoids	Flavones	5-hydroxyflavonoids	5-hydroxyflavonoids	Hydroxyflavonoids	Flavonoids	Phenylpropanoids and polyketides	Organic compounds; Organoheterocyclic compounds; Lactones; Benzopyrans; Alkyl aryl ethers; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzofurans; Organooxygen compounds; Flavonoids; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	5418
3100_sirius_5419	C25H40O2	[M + H]+	C25H40O2	Terpenoids	Steroids	Cholane steroids	"Monohydroxy bile acids, alcohols and derivatives"	"Hydroxy bile acids, alcohols and derivatives"	"Bile acids, alcohols and derivatives"	Steroids and steroid derivatives	Lipids and lipid-like molecules	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Monohydroxy bile acids, alcohols and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	5419
